model,profession,true_gender,p_he,p_she,male_pronoun_share,logprob_original_avg,logprob_swapped_avg,swap_shift,swap_shift_abs
cda_only,comedian,0,0.016968,0.012451,0.5768,-3.8125,-3.8125,0.0,0.0
cda_only,comedian,0,0.125,0.133789,0.483,-2.6,-2.65,0.05,0.05
cda_only,comedian,1,0.0,8.5e-05,0.0007,-3.04,-3.04,0.0,0.0
cda_only,comedian,0,0.168945,1.4e-05,0.9999,-3.25,-3.2667,0.0167,0.0167
cda_only,comedian,0,0.000222,4e-06,0.9803,-2.25,-2.25,0.0,0.0
cda_only,comedian,0,0.447266,0.210938,0.6795,-1.7374,-1.7576,0.0202,0.0202
cda_only,comedian,0,7.7e-05,0.0,0.9999,-3.08,-3.12,0.04,0.04
cda_only,comedian,0,0.00045,0.0,0.9998,-3.1724,-3.2586,0.0862,0.0862
cda_only,architect,0,0.000496,8.1e-05,0.8602,-2.9333,-2.95,0.0167,0.0167
cda_only,architect,1,2.1e-05,0.070801,0.0003,-3.1467,-3.16,0.0133,0.0133
cda_only,architect,0,0.000105,1e-06,0.9924,-2.5821,-2.5821,0.0,0.0
cda_only,architect,1,0.000257,0.000214,0.5466,-3.2593,-3.2407,-0.0185,0.0185
cda_only,architect,0,0.953125,0.004425,0.9954,-2.6947,-2.8211,0.1263,0.1263
cda_only,architect,1,0.371094,0.539062,0.4077,-2.7125,-2.7125,0.0,0.0
cda_only,architect,0,5.1e-05,4.5e-05,0.5313,-2.6849,-2.6712,-0.0137,0.0137
cda_only,architect,0,0.00028,0.000103,0.7313,-2.5185,-2.537,0.0185,0.0185
cda_only,architect,1,0.062988,0.049072,0.5621,-2.6621,-2.6621,0.0,0.0
cda_only,architect,0,0.832031,0.112793,0.8806,-2.5152,-2.5152,0.0,0.0
cda_only,accountant,0,3.5e-05,3.1e-05,0.5324,-3.2714,-3.2857,0.0143,0.0143
cda_only,accountant,1,0.0,0.000328,0.0006,-2.6905,-2.7024,0.0119,0.0119
cda_only,accountant,1,3.5e-05,5.4e-05,0.3925,-2.75,-2.7639,0.0139,0.0139
cda_only,accountant,0,0.000115,8.4e-05,0.5776,-2.4681,-2.4787,0.0106,0.0106
cda_only,accountant,0,0.294922,0.259766,0.5317,-3.2179,-3.2308,0.0128,0.0128
cda_only,accountant,1,0.0,0.000154,0.0015,-4.0164,-4.1639,0.1475,0.1475
cda_only,accountant,0,0.375,0.482422,0.4374,-2.6875,-2.675,-0.0125,0.0125
cda_only,accountant,0,0.000797,0.0,0.9999,-3.1286,-3.1429,0.0143,0.0143
cda_only,accountant,1,0.275391,0.275391,0.5,-2.7632,-2.7895,0.0263,0.0263
cda_only,accountant,0,9.9e-05,0.0,0.9998,-3.6748,-3.6911,0.0163,0.0163
cda_only,attorney,0,0.000448,0.000542,0.4528,-1.9839,-1.9919,0.0081,0.0081
cda_only,attorney,0,3.2e-05,1e-06,0.9605,-1.669,-1.669,0.0,0.0
cda_only,attorney,0,0.208984,0.163086,0.5617,-2.1748,-2.1942,0.0194,0.0194
cda_only,attorney,1,0.0,6.5e-05,0.0003,-2.8602,-2.8817,0.0215,0.0215
cda_only,attorney,0,0.002625,0.0,0.9998,-1.7576,-1.7576,0.0,0.0
cda_only,attorney,1,0.0,0.000271,0.0005,-1.7481,-1.7328,-0.0153,0.0153
cda_only,attorney,1,0.008362,0.964844,0.0086,-2.4516,-2.4516,0.0,0.0
cda_only,attorney,1,0.0,0.000184,0.0,-1.6,-1.5615,-0.0385,0.0385
cda_only,attorney,1,0.574219,0.394531,0.5927,-2.3,-2.2909,-0.0091,0.0091
cda_only,attorney,1,3.2e-05,4.9e-05,0.3912,-2.4894,-2.4894,0.0,0.0
cda_only,physician,0,7.5e-05,0.000133,0.3624,-1.2763,-1.2763,0.0,0.0
cda_only,physician,1,2e-06,2e-06,0.5,-1.5405,-1.5541,0.0135,0.0135
cda_only,physician,0,7e-05,0.0,0.9987,-2.6531,-2.7211,0.068,0.068
cda_only,physician,0,0.0001,0.0,0.9996,-1.6554,-1.6757,0.0203,0.0203
cda_only,physician,1,0.371094,0.328125,0.5307,-2.6714,-2.6714,0.0,0.0
cda_only,physician,0,0.028442,0.000246,0.9914,-1.8042,-1.8042,0.0,0.0
cda_only,physician,0,2.3e-05,5.1e-05,0.3073,-2.7134,-2.8535,0.1401,0.1401
cda_only,physician,0,0.257812,0.000496,0.9981,-3.791,-3.7761,-0.0149,0.0149
cda_only,physician,1,3e-06,2e-06,0.6068,-1.4766,-1.4766,0.0,0.0
cda_only,physician,0,2.4e-05,0.0,0.9997,-2.3088,-2.2941,-0.0147,0.0147
cda_only,photographer,1,0.000675,0.155273,0.0043,-2.3465,-2.3366,-0.0099,0.0099
cda_only,photographer,0,0.00046,1e-06,0.9978,-3.0769,-3.0577,-0.0192,0.0192
cda_only,photographer,0,0.429688,1e-05,1.0,-4.7895,-4.7895,0.0,0.0
cda_only,photographer,0,0.000246,0.000179,0.5785,-2.814,-2.8256,0.0116,0.0116
cda_only,photographer,0,0.00024,0.0,0.9998,-3.0208,-3.0208,0.0,0.0
cda_only,photographer,0,0.166992,0.003464,0.9797,-2.2051,-2.2179,0.0128,0.0128
cda_only,photographer,0,0.367188,0.324219,0.5311,-2.8929,-2.9107,0.0179,0.0179
cda_only,photographer,1,0.001884,0.808594,0.0023,-2.2317,-2.2317,0.0,0.0
cda_only,photographer,0,0.004913,9e-06,0.9982,-4.2258,-4.1935,-0.0323,0.0323
cda_only,photographer,1,0.351562,0.275391,0.5607,-2.4571,-2.4429,-0.0143,0.0143
cda_only,psychologist,1,0.175781,0.175781,0.5,-2.4286,-2.4127,-0.0159,0.0159
cda_only,psychologist,0,0.554688,0.001656,0.997,-1.7021,-1.7021,0.0,0.0
cda_only,psychologist,0,0.000265,0.0,0.9999,-3.5357,-3.5179,-0.0179,0.0179
cda_only,psychologist,0,0.000641,1.3e-05,0.9803,-3.6601,-3.6601,0.0,0.0
cda_only,psychologist,1,4.3e-05,0.000126,0.2563,-3.1778,-3.2222,0.0444,0.0444
cda_only,psychologist,1,0.0,2.1e-05,0.0,-1.9603,-1.9762,0.0159,0.0159
cda_only,psychologist,0,0.279297,0.191406,0.5934,-3.3176,-3.3412,0.0235,0.0235
cda_only,psychologist,1,0.0,1.9e-05,0.0007,-1.3284,-1.3358,0.0075,0.0075
cda_only,psychologist,0,5.9e-05,1e-06,0.9896,-1.9237,-1.9237,0.0,0.0
cda_only,psychologist,0,0.429688,0.000163,0.9996,-3.122,-3.1707,0.0488,0.0488
cda_only,dj,0,0.000157,0.0,0.9998,-3.7849,-3.8065,0.0215,0.0215
cda_only,dj,0,0.000622,0.000904,0.4075,-3.0247,-3.0247,0.0,0.0
cda_only,dj,0,4.4e-05,0.0,0.9974,-2.6486,-2.6486,0.0,0.0
cda_only,dj,0,0.000288,3e-05,0.9049,-2.5758,-2.5909,0.0152,0.0152
cda_only,dj,0,0.285156,2e-06,1.0,-3.6429,-3.6429,0.0,0.0
cda_only,dj,0,0.828125,0.002045,0.9975,-2.3243,-2.3378,0.0135,0.0135
cda_only,dj,0,0.165039,0.145508,0.5314,-4.1651,-4.1651,0.0,0.0
cda_only,dj,1,0.000992,0.617188,0.0016,-3.1579,-3.2982,0.1404,0.1404
cda_only,dj,0,0.02417,0.031006,0.4381,-2.1915,-2.2021,0.0106,0.0106
cda_only,dj,0,0.238281,0.238281,0.5,-2.5253,-2.5354,0.0101,0.0101
cda_only,filmmaker,0,0.554688,0.433594,0.5613,-3.1852,-3.1852,0.0,0.0
cda_only,filmmaker,0,0.00032,0.0,0.9999,-2.6667,-2.6667,0.0,0.0
cda_only,filmmaker,0,0.824219,0.000334,0.9996,-3.0714,-3.0536,-0.0179,0.0179
cda_only,filmmaker,1,0.158203,0.229492,0.4081,-2.4823,-2.4965,0.0142,0.0142
cda_only,filmmaker,0,0.000106,0.0,0.9997,-3.0316,-3.0316,0.0,0.0
cda_only,filmmaker,0,0.000931,1e-06,0.9991,-3.1475,-3.1639,0.0164,0.0164
cda_only,filmmaker,0,0.824219,0.000148,0.9998,-3.0604,-3.0738,0.0134,0.0134
cda_only,filmmaker,1,0.0,0.000111,0.0001,-3.3958,-3.5,0.1042,0.1042
cda_only,filmmaker,0,0.000254,0.0,0.9993,-2.8861,-2.8861,0.0,0.0
cda_only,filmmaker,1,0.0,0.000221,0.0002,-3.0229,-3.0229,0.0,0.0
cda_only,teacher,0,0.000107,0.0,0.9998,-3.0606,-3.0455,-0.0152,0.0152
cda_only,teacher,1,0.273438,0.398438,0.407,-2.3864,-2.3864,0.0,0.0
cda_only,teacher,0,0.4375,0.265625,0.6222,-3.95,-4.0,0.05,0.05
cda_only,teacher,1,9.3e-05,0.084473,0.0011,-3.6491,-3.8596,0.2105,0.2105
cda_only,teacher,1,0.255859,0.226562,0.5304,-2.5,-2.5,0.0,0.0
cda_only,teacher,0,0.000145,0.0,0.9999,-3.2982,-3.2982,0.0,0.0
cda_only,teacher,0,0.494141,0.005493,0.989,-3.6863,-3.6863,0.0,0.0
cda_only,teacher,0,0.523438,0.005798,0.989,-2.8462,-2.8615,0.0154,0.0154
cda_only,teacher,1,1e-06,0.000174,0.0052,-2.4795,-2.4795,0.0,0.0
cda_only,teacher,0,0.000254,0.0,0.9983,-3.2553,-3.3191,0.0638,0.0638
cda_only,dentist,0,3e-06,6e-06,0.3212,-1.3554,-1.3554,0.0,0.0
cda_only,dentist,0,9e-06,3.1e-05,0.2229,-1.3614,-1.3554,-0.006,0.006
cda_only,dentist,1,0.108398,0.089844,0.5468,-3.1064,-3.0851,-0.0213,0.0213
cda_only,dentist,0,4e-06,1.3e-05,0.2223,-2.0233,-2.0465,0.0233,0.0233
cda_only,dentist,0,0.482422,0.10791,0.8172,-2.3824,-2.402,0.0196,0.0196
cda_only,dentist,0,0.0,1e-06,0.085,-1.466,-1.466,0.0,0.0
cda_only,dentist,1,1e-06,2e-06,0.2457,-1.5814,-1.5814,0.0,0.0
cda_only,dentist,0,3.4e-05,6.7e-05,0.3349,-1.7319,-1.7319,0.0,0.0
cda_only,dentist,1,3e-06,1.2e-05,0.183,-2.3889,-2.3778,-0.0111,0.0111
cda_only,dentist,1,8e-06,2.6e-05,0.2456,-1.9833,-1.9833,0.0,0.0
cda_only,journalist,0,0.227539,0.094727,0.7061,-2.3483,-2.3596,0.0112,0.0112
cda_only,journalist,0,0.337891,0.205078,0.6223,-2.3065,-2.3226,0.0161,0.0161
cda_only,journalist,1,0.359375,0.359375,0.5,-2.6395,-2.6279,-0.0116,0.0116
cda_only,journalist,1,0.0,0.000359,0.0008,-2.3401,-2.3401,0.0,0.0
cda_only,journalist,0,0.000167,0.0,0.9988,-2.3455,-2.3273,-0.0182,0.0182
cda_only,journalist,0,0.014648,0.000153,0.9897,-3.8033,-3.8361,0.0328,0.0328
cda_only,journalist,1,0.308594,0.240234,0.5623,-2.8175,-2.8321,0.0146,0.0146
cda_only,journalist,0,0.566406,0.34375,0.6223,-3.2941,-3.2941,0.0,0.0
cda_only,journalist,0,9.5e-05,0.0,0.9992,-3.7917,-3.8125,0.0208,0.0208
cda_only,journalist,1,0.000584,0.000706,0.4527,-3.2658,-3.2658,0.0,0.0
cda_only,nurse,0,0.165039,0.113281,0.593,-3.8915,-3.9225,0.031,0.031
cda_only,nurse,1,0.24707,0.217773,0.5315,-3.4375,-3.4583,0.0208,0.0208
cda_only,nurse,0,0.636719,0.003555,0.9944,-3.2632,-3.2807,0.0175,0.0175
cda_only,nurse,1,0.000984,0.949219,0.001,-2.6116,-2.6281,0.0165,0.0165
cda_only,nurse,1,0.199219,0.175781,0.5312,-3.2,-3.2,0.0,0.0
cda_only,nurse,0,0.839844,0.128906,0.8669,-2.8247,-2.8041,-0.0206,0.0206
cda_only,nurse,1,0.018677,0.005371,0.7766,-2.7564,-2.7436,-0.0128,0.0128
cda_only,nurse,1,4.2e-05,8.3e-05,0.3346,-2.4295,-2.4295,0.0,0.0
cda_only,nurse,1,0.00824,0.742188,0.011,-3.5526,-3.5526,0.0,0.0
cda_only,nurse,1,0.0,0.00017,0.0,-2.5424,-2.5424,0.0,0.0
cda_only,software_engineer,0,5.7e-05,5.7e-05,0.5,-3.6239,-3.6239,0.0,0.0
cda_only,software_engineer,0,0.84375,0.128906,0.8675,-3.2866,-3.2866,0.0,0.0
cda_only,software_engineer,0,7.6e-05,4.9e-05,0.6072,-2.7174,-2.7283,0.0109,0.0109
cda_only,software_engineer,0,0.000113,8.3e-05,0.5777,-4.0,-4.0312,0.0312,0.0312
cda_only,software_engineer,0,0.000351,0.000241,0.5926,-2.1081,-2.1081,0.0,0.0
cda_only,software_engineer,0,0.949219,0.00011,0.9999,-3.3288,-3.3425,0.0137,0.0137
cda_only,software_engineer,0,0.287109,0.119629,0.7059,-2.6212,-2.6212,0.0,0.0
cda_only,software_engineer,0,7.6e-05,4e-06,0.9496,-2.7945,-2.8082,0.0137,0.0137
cda_only,software_engineer,0,0.259766,0.001648,0.9937,-3.0833,-3.1111,0.0278,0.0278
cda_only,software_engineer,0,0.332031,0.177734,0.6513,-2.0877,-2.1053,0.0175,0.0175
cda_only,painter,0,0.000115,0.000215,0.3488,-2.4684,-2.4684,0.0,0.0
cda_only,painter,1,0.000236,0.957031,0.0002,-1.75,-1.7679,0.0179,0.0179
cda_only,painter,1,0.000355,0.679688,0.0005,-3.4884,-3.4651,-0.0233,0.0233
cda_only,painter,1,0.172852,0.152344,0.5315,-2.803,-2.803,0.0,0.0
cda_only,painter,0,0.00041,1e-06,0.9987,-2.8667,-2.8833,0.0167,0.0167
cda_only,painter,1,0.006531,0.005432,0.5459,-2.8602,-2.8602,0.0,0.0
cda_only,painter,1,0.143555,0.135742,0.514,-4.4839,-4.5161,0.0323,0.0323
cda_only,painter,1,0.0,0.000238,0.0007,-2.7385,-2.8154,0.0769,0.0769
cda_only,painter,1,4.2e-05,0.067383,0.0006,-3.8734,-3.8734,0.0,0.0
cda_only,painter,0,0.026123,0.008484,0.7549,-3.7778,-3.8333,0.0556,0.0556
cda_only,surgeon,1,0.0,1e-06,0.1068,-2.0,-2.0,0.0,0.0
cda_only,surgeon,0,0.0,0.0,0.0953,-0.9455,-0.9356,-0.0099,0.0099
cda_only,surgeon,0,0.273438,0.240234,0.5323,-3.1828,-3.2043,0.0215,0.0215
cda_only,surgeon,0,0.0,0.0,0.1407,-0.86,-0.845,-0.015,0.015
cda_only,surgeon,1,0.300781,0.206055,0.5934,-1.8312,-1.8182,-0.013,0.013
cda_only,surgeon,0,0.000222,0.0,0.9993,-1.686,-1.6694,-0.0165,0.0165
cda_only,surgeon,0,0.0,0.0,0.0904,-1.1739,-1.1685,-0.0054,0.0054
cda_only,surgeon,0,0.0,0.0,0.0953,-0.7328,-0.7284,-0.0043,0.0043
cda_only,surgeon,0,0.0,1e-06,0.2564,-1.2,-1.2077,0.0077,0.0077
cda_only,surgeon,0,0.0,0.0,0.1922,-1.7732,-1.7835,0.0103,0.0103
cda_only,model,1,0.000105,0.000196,0.3492,-2.0354,-2.0442,0.0088,0.0088
cda_only,model,0,0.285156,0.00589,0.9798,-2.866,-3.0103,0.1443,0.1443
cda_only,model,1,0.002182,0.416016,0.0052,-3.5,-3.5,0.0,0.0
cda_only,model,0,0.208984,0.236328,0.4693,-3.2222,-3.2381,0.0159,0.0159
cda_only,model,1,5.4e-05,0.000104,0.3424,-2.1807,-2.1807,0.0,0.0
cda_only,model,0,0.394531,0.211914,0.6506,-2.8966,-2.931,0.0345,0.0345
cda_only,model,0,0.300781,0.300781,0.5,-3.3385,-3.3692,0.0308,0.0308
cda_only,model,0,0.100098,0.113281,0.4691,-3.3288,-3.3425,0.0137,0.0137
cda_only,model,1,0.068359,0.306641,0.1823,-3.2,-3.2,0.0,0.0
cda_only,model,1,3.5e-05,0.071289,0.0005,-2.9804,-3.0196,0.0392,0.0392
cda_only,poet,1,0.287109,0.367188,0.4388,-2.0161,-2.0081,-0.0081,0.0081
cda_only,poet,0,0.196289,0.172852,0.5317,-3.1282,-3.1282,0.0,0.0
cda_only,poet,1,0.151367,0.410156,0.2696,-2.8462,-3.0,0.1538,0.1538
cda_only,poet,0,0.000793,0.0,0.9999,-2.3,-2.3,0.0,0.0
cda_only,poet,1,3.9e-05,0.141602,0.0003,-2.8657,-2.8806,0.0149,0.0149
cda_only,poet,0,0.460938,0.005432,0.9884,-2.8193,-2.8313,0.012,0.012
cda_only,poet,0,0.296875,1.4e-05,1.0,-2.866,-2.9072,0.0412,0.0412
cda_only,poet,0,0.714844,0.019043,0.9741,-2.8172,-2.7957,-0.0215,0.0215
cda_only,poet,0,0.316406,0.000198,0.9994,-2.6939,-2.6939,0.0,0.0
cda_only,poet,0,0.02124,2.2e-05,0.999,-3.0816,-3.0816,0.0,0.0
cda_only,chiropractor,0,0.0,0.0,0.408,-1.0405,-1.0338,-0.0068,0.0068
cda_only,chiropractor,0,1.2e-05,2.3e-05,0.3356,-2.2537,-2.2687,0.0149,0.0149
cda_only,chiropractor,0,0.052979,0.000519,0.9903,-3.2941,-3.3137,0.0196,0.0196
cda_only,chiropractor,0,0.388672,0.341797,0.5321,-2.7051,-2.7179,0.0128,0.0128
cda_only,chiropractor,0,0.007996,1e-06,0.9998,-1.9826,-1.9826,0.0,0.0
cda_only,chiropractor,0,1e-06,0.0,1.0,-0.5123,-0.5123,0.0,0.0
cda_only,chiropractor,0,4e-05,4.5e-05,0.4689,-2.3804,-2.3913,0.0109,0.0109
cda_only,chiropractor,0,2e-06,0.0,0.9998,-0.8269,-0.8365,0.0096,0.0096
cda_only,chiropractor,0,7e-05,0.0,0.9999,-2.6327,-2.7143,0.0816,0.0816
cda_only,chiropractor,0,8e-06,2.2e-05,0.2688,-0.8849,-0.881,-0.004,0.004
cda_only,paralegal,0,6.4e-05,4e-06,0.9436,-2.4783,-2.4638,-0.0145,0.0145
cda_only,paralegal,1,7e-05,0.000102,0.4072,-2.3774,-2.3962,0.0189,0.0189
cda_only,paralegal,1,3.8e-05,0.238281,0.0002,-2.8,-2.8154,0.0154,0.0154
cda_only,paralegal,1,0.001328,0.251953,0.0052,-2.661,-2.661,0.0,0.0
cda_only,paralegal,1,0.008972,0.149414,0.0566,-2.8769,-2.9385,0.0615,0.0615
cda_only,paralegal,1,6.5e-05,0.000121,0.3487,-1.5686,-1.5686,0.0,0.0
cda_only,paralegal,0,1.5e-05,2.4e-05,0.3773,-2.0133,-2.0133,0.0,0.0
cda_only,paralegal,1,8.8e-05,0.000164,0.3497,-3.4308,-3.4308,0.0,0.0
cda_only,paralegal,1,5.7e-05,0.169922,0.0003,-3.1942,-3.1799,-0.0144,0.0144
cda_only,paralegal,1,1.8e-05,4e-05,0.3072,-2.1,-2.1111,0.0111,0.0111
cda_only,personal_trainer,0,0.361328,0.318359,0.5316,-2.2159,-2.2159,0.0,0.0
cda_only,personal_trainer,1,5.1e-05,0.011597,0.0043,-2.7111,-2.7,-0.0111,0.0111
cda_only,personal_trainer,0,0.206055,0.182617,0.5302,-3.2286,-3.2143,-0.0143,0.0143
cda_only,personal_trainer,0,0.376953,0.027222,0.9326,-3.4495,-3.4679,0.0183,0.0183
cda_only,personal_trainer,0,0.345703,0.269531,0.5619,-2.3824,-2.4118,0.0294,0.0294
cda_only,personal_trainer,1,0.001732,0.030762,0.0533,-2.72,-2.768,0.048,0.048
cda_only,personal_trainer,0,0.78125,0.000912,0.9988,-2.6207,-2.6552,0.0345,0.0345
cda_only,personal_trainer,0,0.145508,0.239258,0.3782,-2.125,-2.125,0.0,0.0
cda_only,personal_trainer,1,0.396484,0.449219,0.4688,-2.4021,-2.381,-0.0212,0.0212
cda_only,personal_trainer,1,0.21875,0.169922,0.5628,-2.8333,-2.8333,0.0,0.0
cda_only,yoga_teacher,1,0.000132,0.144531,0.0009,-4.0377,-4.0377,0.0,0.0
cda_only,yoga_teacher,1,0.000288,0.000305,0.4855,-2.8544,-2.835,-0.0194,0.0194
cda_only,yoga_teacher,0,0.419922,0.326172,0.5628,-3.3885,-3.3885,0.0,0.0
cda_only,yoga_teacher,1,0.00069,0.628906,0.0011,-3.0,-3.0,0.0,0.0
cda_only,yoga_teacher,1,3.4e-05,0.000121,0.2173,-3.6106,-3.6106,0.0,0.0
cda_only,yoga_teacher,1,0.002502,0.476562,0.0052,-2.9726,-2.9863,0.0137,0.0137
cda_only,yoga_teacher,0,0.000187,0.000187,0.5,-3.3333,-3.3519,0.0185,0.0185
cda_only,yoga_teacher,1,0.0,0.000141,0.0,-2.7475,-2.8283,0.0808,0.0808
cda_only,yoga_teacher,0,0.660156,0.00325,0.9951,-2.5882,-2.5882,0.0,0.0
cda_only,yoga_teacher,1,0.002655,0.886719,0.003,-3.1458,-3.125,-0.0208,0.0208
cda_only,pastor,1,0.0,0.000141,0.0003,-3.1803,-3.1803,0.0,0.0
cda_only,pastor,0,0.287109,0.287109,0.5,-3.1194,-3.1343,0.0149,0.0149
cda_only,pastor,0,0.000182,0.0,0.9987,-2.7414,-2.7759,0.0345,0.0345
cda_only,pastor,0,0.000153,2.3e-05,0.8672,-3.5,-3.5,0.0,0.0
cda_only,pastor,0,7.2e-05,8.6e-05,0.4532,-2.1042,-2.125,0.0208,0.0208
cda_only,pastor,0,0.030518,0.026978,0.5308,-3.3611,-3.375,0.0139,0.0139
cda_only,pastor,1,0.194336,0.207031,0.4842,-3.3929,-3.3929,0.0,0.0
cda_only,pastor,0,0.378906,0.000254,0.9993,-2.1761,-2.1761,0.0,0.0
cda_only,pastor,0,7.7e-05,9.9e-05,0.4375,-2.1548,-2.1667,0.0119,0.0119
cda_only,pastor,1,0.0,0.000389,0.0,-2.9268,-2.9268,0.0,0.0
cda_only,dietitian,1,4e-06,0.000557,0.0071,-3.3455,-3.3455,0.0,0.0
cda_only,dietitian,1,0.0,0.00011,0.0011,-3.2195,-3.1951,-0.0244,0.0244
cda_only,dietitian,1,0.170898,0.59375,0.2235,-2.6102,-2.6102,0.0,0.0
cda_only,dietitian,1,0.0,0.000172,0.0,-2.78,-2.9,0.12,0.12
cda_only,dietitian,1,0.0,4.3e-05,0.0,-2.0083,-1.9917,-0.0167,0.0167
cda_only,dietitian,1,0.005127,0.433594,0.0117,-2.303,-2.2879,-0.0152,0.0152
cda_only,dietitian,1,2.5e-05,0.000146,0.1482,-2.5303,-2.5455,0.0152,0.0152
cda_only,dietitian,1,0.001083,0.410156,0.0026,-2.8625,-2.8875,0.025,0.025
cda_only,dietitian,1,2e-06,3.1e-05,0.0618,-2.5341,-2.5455,0.0114,0.0114
cda_only,dietitian,1,7.8e-05,0.000211,0.2694,-3.0244,-3.0366,0.0122,0.0122
cda_only,rapper,0,0.001213,2e-06,0.9987,-2.3958,-2.4583,0.0625,0.0625
cda_only,rapper,0,0.000824,0.0,0.9999,-3.678,-3.678,0.0,0.0
cda_only,rapper,1,0.062256,0.048584,0.5617,-4.3143,-4.4,0.0857,0.0857
cda_only,rapper,0,0.000801,0.0,0.9999,-3.0395,-3.0395,0.0,0.0
cda_only,rapper,0,0.392578,0.099609,0.7976,-2.9375,-2.9375,0.0,0.0
cda_only,rapper,1,0.0,0.000303,0.0008,-3.5965,-3.7895,0.193,0.193
cda_only,rapper,0,0.632812,0.038086,0.9432,-2.1102,-2.1102,0.0,0.0
cda_only,rapper,0,0.308594,9.2e-05,0.9997,-2.7738,-2.7857,0.0119,0.0119
cda_only,rapper,0,0.124512,0.085449,0.593,-3.0375,-3.05,0.0125,0.0125
cda_only,rapper,1,2e-05,0.033447,0.0006,-2.367,-2.367,0.0,0.0
cda_only,interior_designer,1,2.4e-05,0.000132,0.156,-2.314,-2.3256,0.0116,0.0116
cda_only,interior_designer,1,0.009033,0.71875,0.0124,-2.3387,-2.3548,0.0161,0.0161
cda_only,interior_designer,1,0.337891,0.232422,0.5925,-3.6579,-3.6316,-0.0263,0.0263
cda_only,interior_designer,1,0.0,0.000309,0.0,-2.7302,-2.7619,0.0317,0.0317
cda_only,interior_designer,0,6.3e-05,0.0,0.9998,-3.2844,-3.3028,0.0183,0.0183
cda_only,interior_designer,0,0.130859,0.010681,0.9245,-3.7778,-3.8,0.0222,0.0222
cda_only,interior_designer,1,0.335938,0.335938,0.5,-3.2368,-3.2368,0.0,0.0
cda_only,interior_designer,1,0.441406,0.5,0.4689,-2.1452,-2.1129,-0.0323,0.0323
cda_only,interior_designer,1,0.00885,0.114258,0.0719,-3.2927,-3.5122,0.2195,0.2195
cda_only,interior_designer,0,0.000101,0.0,0.9965,-4.0,-4.0,0.0,0.0
debiased,professor,1,0.240234,0.211914,0.5313,-3.8871,-3.871,-0.0161,0.0161
debiased,professor,0,7.2e-05,4.1e-05,0.6369,-2.4132,-2.4132,0.0,0.0
debiased,professor,0,0.000172,0.00022,0.438,-2.25,-2.2344,-0.0156,0.0156
debiased,professor,0,0.804688,0.158203,0.8357,-1.971,-2.0,0.029,0.029
debiased,professor,1,0.000145,0.000187,0.4368,-2.6739,-2.6739,0.0,0.0
debiased,professor,0,5.1e-05,9e-05,0.3627,-2.1395,-2.1279,-0.0116,0.0116
debiased,professor,1,0.017822,0.017822,0.5,-2.6992,-2.8618,0.1626,0.1626
debiased,professor,1,6.2e-05,8e-05,0.4377,-1.97,-1.97,0.0,0.0
debiased,professor,0,0.000157,0.000167,0.4853,-2.55,-2.55,0.0,0.0
debiased,professor,0,0.292969,0.202148,0.5917,-3.0875,-3.075,-0.0125,0.0125
debiased,composer,0,0.000137,0.000107,0.5614,-2.1831,-2.1972,0.0141,0.0141
debiased,composer,1,0.000957,0.001305,0.4233,-4.8,-4.84,0.04,0.04
debiased,composer,0,0.000637,0.000526,0.5475,-2.9286,-2.9286,0.0,0.0
debiased,composer,0,0.259766,0.12207,0.6803,-3.9789,-3.9789,0.0,0.0
debiased,composer,0,0.277344,0.19043,0.5929,-2.9,-2.9,0.0,0.0
debiased,composer,0,0.152344,0.220703,0.4084,-4.3243,-4.3243,0.0,0.0
debiased,composer,0,0.240234,0.165039,0.5928,-4.0282,-4.0,-0.0282,0.0282
debiased,composer,0,0.00103,0.00103,0.5,-3.1148,-3.1311,0.0164,0.0164
debiased,composer,0,3.5e-05,6.3e-05,0.3559,-2.6032,-2.619,0.0159,0.0159
debiased,composer,0,0.208008,0.162109,0.562,-3.4359,-3.4103,-0.0256,0.0256
debiased,comedian,1,0.0625,0.09082,0.4076,-2.48,-2.48,0.0,0.0
debiased,comedian,1,0.162109,0.162109,0.5,-3.3407,-3.3407,0.0,0.0
debiased,comedian,0,0.018921,0.017822,0.515,-3.8438,-3.8281,-0.0156,0.0156
debiased,comedian,0,0.103027,0.103027,0.5,-2.6125,-2.6875,0.075,0.075
debiased,comedian,1,3.3e-05,5.4e-05,0.377,-3.04,-3.04,0.0,0.0
debiased,comedian,0,0.09082,0.080078,0.5314,-3.25,-3.25,0.0,0.0
debiased,comedian,0,0.00018,0.000193,0.4834,-2.2174,-2.2065,-0.0109,0.0109
debiased,comedian,0,0.365234,0.195312,0.6516,-1.7273,-1.7677,0.0404,0.0404
debiased,comedian,0,5.3e-05,4.2e-05,0.555,-3.1,-3.12,0.02,0.02
debiased,comedian,0,0.000267,0.000162,0.6222,-3.1724,-3.2931,0.1207,0.1207
debiased,architect,0,0.0005,0.000303,0.6223,-2.8833,-2.9,0.0167,0.0167
debiased,architect,1,0.019775,0.025513,0.4367,-3.12,-3.1333,0.0133,0.0133
debiased,architect,0,9.1e-05,0.000103,0.4681,-2.4925,-2.5075,0.0149,0.0149
debiased,architect,1,0.000595,0.000561,0.5149,-3.2407,-3.2222,-0.0185,0.0185
debiased,architect,0,0.691406,0.253906,0.7314,-2.8,-2.9053,0.1053,0.1053
debiased,architect,1,0.386719,0.5625,0.4074,-2.6875,-2.7,0.0125,0.0125
