text,label,gender,text_cf,swap_changed
"After working for a private press group, he founded and is the director of « Mosaïques, Arts-Ideas-Africa », the only magazine dedicated to arts and ideas in Cameroon and central Africa launched in 2010.",11,0,"After working for a private press group, she founded and is the director of « Mosaïques, Arts-Ideas-Africa », the only magazine dedicated to arts and ideas in Cameroon and central Africa launched in 2010.",1
"Working in different scales, he applies line and areas of colour using a variety of tools, especially the squeegee, to create layered abstracts. Rupert graduated from Central Saint Martins in 2017, with a Master’s degree in Fine Art.",14,0,"Working in different scales, she applies line and areas of colour using a variety of tools, especially the squeegee, to create layered abstracts. Rupert graduated from Central Saint Martins in 2017, with a Master’s degree in Fine Art.",1
"Dr. Murphy is the Director for the Medical Toxicology Fellowship Program. She received both her bachelor’s and master’s degrees in chemistry from the College of William and Mary and her medical degree from the Medical College of Virginia. She completed her residency training in Emergency Medicine at Virginia Commonwealth University and a fellowship in Medical Toxicology at Carolinas Medical Center. Dr. Murphy is board certified in Emergency Medicine, Medical Toxicology, and Addiction Medicine. Her current research interests include alternative uses for existing antidotes, pediatric addiction, and trends in recreational drugs of abuse.",21,1,"Dr. Murphy is the Director for the Medical Toxicology Fellowship Program. He received both his bachelor’s and master’s degrees in chemistry from the College of William and Mary and his medical degree from the Medical College of Virginia. He completed his residency training in Emergency Medicine at Virginia Commonwealth University and a fellowship in Medical Toxicology at Carolinas Medical Center. Dr. Murphy is board certified in Emergency Medicine, Medical Toxicology, and Addiction Medicine. His current research interests include alternative uses for existing antidotes, pediatric addiction, and trends in recreational drugs of abuse.",1
"Ms Nelson began her career as a prosecutor of sex crimes, domestic violence, and child abuse in a large, metropolitan city, utilizing a multi-disciplinary approach that encompassed work with the Child Advocacy Center, Child Protective Services, and other advocacy groups.",2,1,"Mr Nelson began his career as a prosecutor of sex crimes, domestic violence, and child abuse in a large, metropolitan city, utilizing a multi-disciplinary approach that encompassed work with the Child Advocacy Center, Child Protective Services, and other advocacy groups.",1
"Originally from Ottawa, Canada, he is equally proficient in both of Canada's official languages. His research interests are bilingualism, language policy and cooperative learning. He is a 2013 Kagan Academy Scholarship winner and recipient of the 2011 John F. Fanselow Scholarship from Teachers College, Columbia University where he is an MA in TESOL graduate. Along with his son Noah, he is the voice and face of the award-winning Yomiuri Kodomo Shinbum’s Hello Eikaiwa weekly feature. <waldolaurier@gmail.com>",26,0,"Originally from Ottawa, Canada, she is equally proficient in both of Canada's official languages. Her research interests are bilingualism, language policy and cooperative learning. She is a 2013 Kagan Academy Scholarship winner and recipient of the 2011 John F. Fanselow Scholarship from Teachers College, Columbia University where she is an MA in TESOL graduate. Along with her daughter Noah, she is the voice and face of the award-winning Yomiuri Kodomo Shinbum’s Hello Eikaiwa weekly feature. <waldolaurier@gmail.com>",1
Tariq attained his Bachelor of Arts in Political Science at the University of Florida and received his degree in law from the University of Florida's Levin College of Law.,2,0,Tariq attained her Bachelor of Arts in Political Science at the University of Florida and received her degree in law from the University of Florida's Levin College of Law.,1
"For more than 10 years he has been travelling around the world shooting some of the best, most exciting food, restaurants, chefs and wineries. His award-winning cookbooks and editorial stories are all produced from his fully-equipped Hamburg studio.Shown in this Spotlight:'Deutschlandreise' - Client: Country.'Alles Poletto!' - Cookbook.'Sydney' - Client: Der Feinschmecker.'Vintage Champagne' - Client: Veuve Clicquot Ponsardin.'Johann Lafer' - Client: Lindt.'Gordon Ramsay' - Client: Der Feinschmecker. Forward",18,0,"For more than 10 years she has been travelling around the world shooting some of the best, most exciting food, restaurants, chefs and wineries. Her award-winning cookbooks and editorial stories are all produced from her fully-equipped Hamburg studio.Shown in this Spotlight:'Deutschlandreise' - Client: Country.'Alles Poletto!' - Cookbook.'Sydney' - Client: Der Feinschmecker.'Vintage Champagne' - Client: Veuve Clicquot Ponsardin.'Johann Lafer' - Client: Lindt.'Gordon Ramsay' - Client: Der Feinschmecker. Forward",1
"She graduated with honors in 1991. Having more than 25 years of diverse experiences, especially in NURSE PRACTITIONER, Anne M Dunn affiliates with no hospital, and cooperates with other doctors and specialists in medical group Wisconsin Community Services Inc. Call Anne M Dunn on phone number (414) 257-6995 for more information and advises or to book an appointment.",13,1,"He graduated with honors in 1991. Having more than 25 years of diverse experiences, especially in NURSE PRACTITIONER, Anne M Dunn affiliates with no hospital, and cooperates with other doctors and specialists in medical group Wisconsin Community Services Inc. Call Anne M Dunn on phone number (414) 257-6995 for more information and advises or to book an appointment.",1
"Kim is a clinically diagnosed Coeliac of 16 years and a member of Coeliac Australia, New Zealand and the UK. With over 20 years' experience within the hospitality industry and as a small business owner specialising in gluten-free foods, Kim brings a unique perspective of coeliac disease within the healthcare setting. Kim's passion is the promotion of coeliac disease awareness and education for nurses and she is currently completing an Advanced Certificate in Nutritional Counselling.",13,1,"Kim is a clinically diagnosed Coeliac of 16 years and a member of Coeliac Australia, New Zealand and the UK. With over 20 years' experience within the hospitality industry and as a small business owner specialising in gluten-free foods, Kim brings a unique perspective of coeliac disease within the healthcare setting. Kim's passion is the promotion of coeliac disease awareness and education for nurses and he is currently completing an Advanced Certificate in Nutritional Counselling.",1
"Her work has also appeared at video_dumbo, the Dia Art Foundation, and Anthology Film Archives. She is completing her MFA in film, video, and new media at the School of the Art Institute of Chicago.",9,1,"His work has also appeared at video_dumbo, the Dia Art Foundation, and Anthology Film Archives. He is completing his MFA in film, video, and new media at the School of the Art Institute of Chicago.",1
"Her current research focuses on consumer financial well-being, and the psychology of saving and spending habits. More specifically, she investigates the psychological underpinnings of money management decisions among romantic couples, and attempts to understand how consumers can use their money to cultivate happiness and enjoyment of consumption experiences. She has published articles in leading journals such as the Journal of Consumer Research and Psychological Science, and her research has been featured in popular press including The Atlantic, The New York Times, and Scientific American. She earned a Ph.D. in marketing from Stanford University’s Graduate School of Business in June 2015, and a B.S. in psychology and decision science from Carnegie Mellon University in May 2010. She currently teaches Principles of Marketing at the undergraduate level.",21,1,"His current research focuses on consumer financial well-being, and the psychology of saving and spending habits. More specifically, he investigates the psychological underpinnings of money management decisions among romantic couples, and attempts to understand how consumers can use their money to cultivate happiness and enjoyment of consumption experiences. He has published articles in leading journals such as the Journal of Consumer Research and Psychological Science, and his research has been featured in popular press including The Atlantic, The New York Times, and Scientific American. He earned a Ph.D. in marketing from Stanford University’s Graduate School of Business in June 2015, and a B.S. in psychology and decision science from Carnegie Mellon University in May 2010. He currently teaches Principles of Marketing at the undergraduate level.",1
"His research interests and publications center on Insurgency / Counter-insurgency and the Kurdish Question. His latest publications include: “The Syrian Kurds and the PYD: The Outsider in the Syrian War”, Mediterranean Quarterly, Vol. 28, No. 1 (2017), pp. 99-116 and ""The New PKK: Insurgency and Counter-Insurgency in Turkey"" (Palgrave Macmillan, forthcoming 2017).",21,0,"Her research interests and publications center on Insurgency / Counter-insurgency and the Kurdish Question. Her latest publications include: “The Syrian Kurds and the PYD: The Outsider in the Syrian War”, Mediterranean Quarterly, Vol. 28, No. 1 (2017), pp. 99-116 and ""The New PKK: Insurgency and Counter-Insurgency in Turkey"" (Palgrave Macmillan, forthcoming 2017).",1
"She received her Bachelor’s degree in Nursing from the University of South Carolina Upstate, and her Master’s degree in Nursing, specializing in Family Nurse Practitioner, from South University. She has 14 years of clinical experience as a nurse and has decided to pursue her interest in treating persons with mental health issues.",13,1,"He received his Bachelor’s degree in Nursing from the University of South Carolina Upstate, and his Master’s degree in Nursing, specializing in Family Nurse Practitioner, from South University. He has 14 years of clinical experience as a nurse and has decided to pursue his interest in treating persons with mental health issues.",1
"He has 30 years of experience in both public and private accounting, dealing with medium to large growing businesses, and he has expertise in computer technology and systems. He has a B.A. in Business Administration from Rutgers University (New Jersey) along with numerous continuing professional education credits in computers, taxes, and accounting topics. Mr. Garfinkle has been an active member in ARSJ, participating in court watches in Middlesex and Somerset County and various other projects since 2004.",0,0,"She has 30 years of experience in both public and private accounting, dealing with medium to large growing businesses, and she has expertise in computer technology and systems. She has a B.A. in Business Administration from Rutgers University (New Jersey) along with numerous continuing professional education credits in computers, taxes, and accounting topics. Ms. Garfinkle has been an active member in ARSJ, participating in court watches in Middlesex and Somerset County and various other projects since 2004.",1
"He has been described as a ""stupendous litigator with a winning attitude and work ethic."" He has handled a number of high-profile cases, including groundbreaking securities and financial cases, cross-border litigation, business contract disputes and employment issues. Mr. Ajamie has won two of the largest awards ever handed down by an arbitration panel for investors, including a $429.5 million award. He also won a record $112 million civil RICO jury verdict in ADT Security Services, S.A. de C.V. v. Alert 24 Security, LLC, No. 2006-CVQ-001051-D2 in the 111th District Court of Webb County, Texas.",2,0,"She has been described as a ""stupendous litigator with a winning attitude and work ethic."" She has handled a number of high-profile cases, including groundbreaking securities and financial cases, cross-border litigation, business contract disputes and employment issues. Ms. Ajamie has won two of the largest awards ever handed down by an arbitration panel for investors, including a $429.5 million award. She also won a record $112 million civil RICO jury verdict in ADT Security Services, S.A. de C.V. v. Alert 24 Security, LLC, No. 2006-CVQ-001051-D2 in the 111th District Court of Webb County, Texas.",1
"She is also the founder and chief organizer of Brookyln Skillshare, a community-based, led, and building learning initiative taught by Brooklyn residents, co-editor of Got a Girl Crush, avid cyclist, and champion of alternative transportation.",18,1,"He is also the founder and chief organizer of Brookyln Skillshare, a community-based, led, and building learning initiative taught by Brooklyn residents, co-editor of Got a Boy Crush, avid cyclist, and champion of alternative transportation.",1
"He is a researcher at the Carlo Cattaneo Institute and member of Italian National Elections Studies (Itanes). His research interests are related to presidents, parties, electoral systems, elections, and electoral, behavior. He is author of: Lega & Padania. Storie e luoghi delle camicie verdi (2012, Il Mulino, with D. Tuorto) and Presidenti della Repubblica (editor) (2010). Among his publications are articles appearing in French Politics, Political Geography, Journal of Modern Italian Studies, South European Society and Politics, Modern Italy, and Polis.",21,0,"She is a researcher at the Carlo Cattaneo Institute and member of Italian National Elections Studies (Itanes). Her research interests are related to presidents, parties, electoral systems, elections, and electoral, behavior. She is author of: Lega & Padania. Storie e luoghi delle camicie verdi (2012, Il Mulino, with D. Tuorto) and Presidenti della Repubblica (editor) (2010). Among her publications are articles appearing in French Politics, Political Geography, Journal of Modern Italian Studies, South European Society and Politics, Modern Italy, and Polis.",1
Dr. Stetson is an Associate Clinical Professor of Orthopaedic Surgery at the University of Southern California Keck School of Medicine and the Department of Orthopaedic Surgery. He spends over 90% of his time in clinical practice and research and has over ten years experience as an expert witness and in reviewing complex medical-legal issues.,25,0,Dr. Stetson is an Associate Clinical Professor of Orthopaedic Surgery at the University of Southern California Keck School of Medicine and the Department of Orthopaedic Surgery. She spends over 90% of her time in clinical practice and research and has over ten years experience as an expert witness and in reviewing complex medical-legal issues.,1
"Within the Food4Me project her research addresses some of the ethical and legal questions that arise from personalised nutrition, such as freedom of choice and societal expectations.",21,1,"Within the Food4Me project his research addresses some of the ethical and legal questions that arise from personalised nutrition, such as freedom of choice and societal expectations.",1
"She worked with several prominent architects before setting up her own architectural practice, Map Projects, in 2001. The practice is active internationally, undertaking projects in Switzerland, France, Hong Kong and New York. Randa is trilingual and works and lives in Belgravia.She has been actively involved in local planning issues for more than 10 years. She headed the campaign on the Chelsea Barracks, negotiating with Qatari Diar on new design proposals. She is married with",1,1,"He worked with several prominent architects before setting up his own architectural practice, Map Projects, in 2001. The practice is active internationally, undertaking projects in Switzerland, France, Hong Kong and New York. Randa is trilingual and works and lives in Belgravia.He has been actively involved in local planning issues for more than 10 years. He headed the campaign on the Chelsea Barracks, negotiating with Qatari Diar on new design proposals. He is married with",1
"In his practice, Dr. Donovan focuses on diagnostic imaging. Dr. Donovan is professionally affiliated with Gundersen Health System. He takes Medicare insurance. He attended medical school at Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine. Dr. Donovan trained at Uniformed Services University of the Health Sciences/National Capital Consortium for residency. Dr. Donovan (or staff) speaks the following foreign languages: Spanish and Chinese.",19,0,"In her practice, Dr. Donovan focuses on diagnostic imaging. Dr. Donovan is professionally affiliated with Gundersen Health System. She takes Medicare insurance. She attended medical school at Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine. Dr. Donovan trained at Uniformed Services University of the Health Sciences/National Capital Consortium for residency. Dr. Donovan (or staff) speaks the following foreign languages: Spanish and Chinese.",1
"He is a graduate of the University of Miami, Miller School of Medicine and a graduate of St. Vincent's Medical Center, Jacksonville's residency program. These areas are among Dr. Lastra's clinical interests: back pain, diabetes, and geriatric health. He is rated 4.5 stars out of 5 by his patients. He is in-network for several insurance carriers, including Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO. Dr. Lastra speaks Spanish. He is affiliated with BayCare Physician Partners, BayCare Medical Group, and Morton Plant North Bay Hospital.",19,0,"She is a graduate of the University of Miami, Miller School of Medicine and a graduate of St. Vincent's Medical Center, Jacksonville's residency program. These areas are among Dr. Lastra's clinical interests: back pain, diabetes, and geriatric health. She is rated 4.5 stars out of 5 by her patients. She is in-network for several insurance carriers, including Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO. Dr. Lastra speaks Spanish. She is affiliated with BayCare Physician Partners, BayCare Medical Group, and Morton Plant North Bay Hospital.",1
He works part-time as Director of Corporate Resources at a sixth form college in the north west. He also acts as an interim finance director in the further education sector and provides internal audit services to a national chain of academies. He has been a governor at Cadbury College since 2016 and became Chair of the Corporation in November 2017.,0,0,She works part-time as Director of Corporate Resources at a sixth form college in the north west. She also acts as an interim finance director in the further education sector and provides internal audit services to a national chain of academies. She has been a governor at Cadbury College since 2016 and became Chair of the Corporation in November 2017.,1
"He was born in New Jersey on December 9, 1949. Sternberg's interest in psychology began early in life. After suffering from test anxiety and doing poorly on an exam, he realized that the test was not an accurate measure of his actual knowledge and abilities.When he retook the same test in a different room with a group of younger students, he found that he felt more confident and was scored much higher as a result.",22,0,"She was born in New Jersey on December 9, 1949. Sternberg's interest in psychology began early in life. After suffering from test anxiety and doing poorly on an exam, she realized that the test was not an accurate measure of her actual knowledge and abilities.When she retook the same test in a different room with a group of younger students, she found that she felt more confident and was scored much higher as a result.",1
"His areas of expertise are individual cancer cell invasiveness (molecular and cellular mechanisms of mesenchymal and amoeboid invasiveness, invasive structures – podosomes, invadopodia) and integrin-mediated Src signalling (signalling through FAK/Src and p130CAS, regulation of Src and its signalling), phosphoproteomics of Src-transformed cells. He is a member of the Invadosome Consortium, in 2006 he received an Award of the League Against Cancer.",21,0,"Her areas of expertise are individual cancer cell invasiveness (molecular and cellular mechanisms of mesenchymal and amoeboid invasiveness, invasive structures – podosomes, invadopodia) and integrin-mediated Src signalling (signalling through FAK/Src and p130CAS, regulation of Src and its signalling), phosphoproteomics of Src-transformed cells. She is a member of the Invadosome Consortium, in 2006 she received an Award of the League Against Cancer.",1
"Founder of Shal(om) Yoga: Yoga in a Kabbalistic context. Softly obsessed with optimizing relationship, she is making the film “Open- Uniamory for All,” exploring them. Named a top creative making change in the world (Origin magazine) as poet, filmmaker and spiritual ‘actorvist.’ A teacher of communication. HeartPrintCess.com",26,1,"Founder of Shal(om) Yoga: Yoga in a Kabbalistic context. Softly obsessed with optimizing relationship, he is making the film “Open- Uniamory for All,” exploring them. Named a top creative making change in the world (Origin magazine) as poet, filmmaker and spiritual ‘actorvist.’ A teacher of communication. HeartPrintCess.com",1
"He has also experience in adult education and arranging cultural events and others of collective nature, running as well a regional journal. Amongst other trainings he has completed a 40-hour program, on Communication in Working Environment, as well as attended workshops in New Media, Racist Speech and Mass Media, and also taken international training on Restorative Circles for Citizens in Europe, on scholarship. At present he is organizing the Restorative Circles as the international coordinator for Greece.",11,0,"She has also experience in adult education and arranging cultural events and others of collective nature, running as well a regional journal. Amongst other trainings she has completed a 40-hour program, on Communication in Working Environment, as well as attended workshops in New Media, Racist Speech and Mass Media, and also taken international training on Restorative Circles for Citizens in Europe, on scholarship. At present she is organizing the Restorative Circles as the international coordinator for Greece.",1
"Ms. Jimenez practices medicine in Covina, CA and specializes in Otolaryngology. Ms. Jimenez is affiliated with Citrus Valley Medical Center, Citrus Valley Medical Center, Foothill Presbyterian Hospital and San Dimas Community Hospital. Ms. Jimenez speaks English, Chinese, Spanish and Tagalog.",19,1,"Mr. Jimenez practices medicine in Covina, CA and specializes in Otolaryngology. Mr. Jimenez is affiliated with Citrus Valley Medical Center, Citrus Valley Medical Center, Foothill Presbyterian Hospital and San Dimas Community Hospital. Mr. Jimenez speaks English, Chinese, Spanish and Tagalog.",1
"He is also well trained in reconstructive plastic surgery. The core philosophy of his practice encompasses natural rejuvenation with minimal downtime to deliver beautiful, natural-looking results. He is passionate about attaining the most natural and beautiful results for every individual, balancing artistry, meticulous attention to detail. Safety, of course, is his number 1 priority.",25,0,"She is also well trained in reconstructive plastic surgery. The core philosophy of her practice encompasses natural rejuvenation with minimal downtime to deliver beautiful, natural-looking results. She is passionate about attaining the most natural and beautiful results for every individual, balancing artistry, meticulous attention to detail. Safety, of course, is her number 1 priority.",1
"Having graduated from the University of Brighton in 1998 with a BA in Editorial Photography, Ramirez went on to receive his MA in Photography and Urban Culture in 2006 from Goldsmiths. Alongside developing his practice as a contemporary urban photographer, Ramirez now also lectures at Temasek Polytechnic. His work is a delicate balance between what is real and what is perceived, between the fabric of the place and the texture of memory. Driven by ideas, theories and concepts, Ramirez travels extensively – a key element of his creative process.",18,0,"Having graduated from the University of Brighton in 1998 with a BA in Editorial Photography, Ramirez went on to receive her MA in Photography and Urban Culture in 2006 from Goldsmiths. Alongside developing her practice as a contemporary urban photographer, Ramirez now also lectures at Temasek Polytechnic. Her work is a delicate balance between what is real and what is perceived, between the fabric of the place and the texture of memory. Driven by ideas, theories and concepts, Ramirez travels extensively – a key element of her creative process.",1
"She practices exclusively family law, representing clients in Stafford County, Spotsylvania County and the Fredericksburg area, with a special emphasis on contested divorce and custody cases.",2,1,"He practices exclusively family law, representing clients in Stafford County, Spotsylvania County and the Fredericksburg area, with a special emphasis on contested divorce and custody cases.",1
"Ronnie Keith Brown's NPI Number is #1104860907 and has been listed in the NPI registry for 10 years. Ronnie Keith Brown's practice location is listed as: 2500 N State St Jackson, MS 39216-4500 and can be reached via phone at (601) 815-1312.",13,1,"Ronnie Keith Brown's NPI Number is #1104860907 and has been listed in the NPI registry for 10 years. Ronnie Keith Brown's practice location is listed as: 2500 N State St Jackson, MR 39216-4500 and can be reached via phone at (601) 815-1312.",1
"He has a BA in Fine Art from Flagler College in St.Augustine, FL. He also holds studio classes in traditional approaches to drawing and painting. His fine art efforts have been recognized by curators from both The Philadelphia Museum of Art as well as The Whitney Museum of Art with selections into group exhibitions in both Long Beach Island and New York City. His experimental nature, combined with a colorful and versatile work history make his pieces both highly original at their core as well as masterful in their execution.His automotive work has been recognized by Airbrush Action Magazine and Airbrush Step By Step Magazine (Germany) where he has been a contributing writer. He maintains a commercial studio in Marmora, NJ and is married with two kids and a pug.",14,0,"She has a BA in Fine Art from Flagler College in St.Augustine, FL. She also holds studio classes in traditional approaches to drawing and painting. Her fine art efforts have been recognized by curators from both The Philadelphia Museum of Art as well as The Whitney Museum of Art with selections into group exhibitions in both Long Beach Island and New York City. Her experimental nature, combined with a colorful and versatile work history make her pieces both highly original at their core as well as masterful in their execution.Her automotive work has been recognized by Airbrush Action Magazine and Airbrush Step By Step Magazine (Germany) where she has been a contributing writer. She maintains a commercial studio in Marmora, NJ and is married with two kids and a pug.",1
"She teaches counseling and pedagogical modules at the undergraduate and postgraduate levels. She was a school guidance counselor and a teacher at Daga Higher Secondary School, during which she worked with youth deal with various issues of their lives and initiated programs and activities related to counseling and scouts. She is actively engaged in writing module for BA in Social work, leading the Centre for Contemplative Counseling Education Research. She believes in empowering the younger generation, help them take leadership roles and give them the most appropriate skill and build confidence to overcome challenges in life with positive outlook towards life.",26,1,"He teaches counseling and pedagogical modules at the undergraduate and postgraduate levels. He was a school guidance counselor and a teacher at Daga Higher Secondary School, during which he worked with youth deal with various issues of their lives and initiated programs and activities related to counseling and scouts. He is actively engaged in writing module for BA in Social work, leading the Centre for Contemplative Counseling Education Research. He believes in empowering the younger generation, help them take leadership roles and give them the most appropriate skill and build confidence to overcome challenges in life with positive outlook towards life.",1
He obtained his Bachelor of Engineering in 2013 from VTU Belgaum. He received his Master degree in Remote sensing and GIS from NITK Surathkal in the year 2016. He has presented 2 national papers at national conference.,21,0,She obtained her Bachelor of Engineering in 2013 from VTU Belgaum. She received her Master degree in Remote sensing and GIS from NITK Surathkal in the year 2016. She has presented 2 national papers at national conference.,1
"In 2005, she obtained her CFC of photographer at the CEPV (Vevey) and her Bachelor in Visual Communication, Major in Photography at the ECAL (Ecole Cantonale d'Art de Lausanne) in 2009. During the same year, she won the Prix des Jeunes Talents VFG with her work ""Made of Stone""..",18,1,"In 2005, he obtained his CFC of photographer at the CEPV (Vevey) and his Bachelor in Visual Communication, Major in Photography at the ECAL (Ecole Cantonale d'Art de Lausanne) in 2009. During the same year, he won the Prix des Jeunes Talents VFG with his work ""Made of Stone""..",1
"She is an advocate for women and is dedicated to women’s health, economical advancement and education. Dr. Dune received her medical degree from Wake Forest University in Winston-Salem, North Carolina. She went on to complete her Obstetrics and Gynecology training from Northwestern University in Chicago, Illinois and subsequently her Female Pelvic Medicine and Reconstructive Surgery Training at Loyola University Medical Center also in Chicago, Illinois. Dr. Dune teaches medical students and residents and is dedicated to the surgical and clinical care of her patients. Dr. Dune’s research interests include the female urinary microbiome and promoting new knowledge that the urinary bladder is really not sterile as well as promoting the judicious use of antibiotics.",21,1,"He is an advocate for men and is dedicated to men’s health, economical advancement and education. Dr. Dune received his medical degree from Wake Forest University in Winston-Salem, North Carolina. He went on to complete his Obstetrics and Gynecology training from Northwestern University in Chicago, Illinois and subsequently his Male Pelvic Medicine and Reconstructive Surgery Training at Loyola University Medical Center also in Chicago, Illinois. Dr. Dune teaches medical students and residents and is dedicated to the surgical and clinical care of his patients. Dr. Dune’s research interests include the male urinary microbiome and promoting new knowledge that the urinary bladder is really not sterile as well as promoting the judicious use of antibiotics.",1
"He's trotted the globe toting instruments and spilling ink on his ever changing here and now. Place after place, he peruses the lines of his pocket-sized Moleskines and the under-thumbed pages of the Western songbook for tunes that fit each of his impromptu stages from Boston's street corners to Hyderabad's Hindi-dinned nightspots. From Here is Ryan's latest. It features a heaping helping of local-crème musicians: Tom Bianchi, Sean Staples, Raleigh Green, Eric Royer, Dan Blakeslee, Mike Greenstein, Jenny Cluggish-Leong, Marcus Milius, Kara Kulpa and Vance Gilbert. The series of songs studies places and hinges squeaklessly on lovingly turned phrases. At the heart of this album are Ryan's fluent finger picking and lyrics that shimmy between whim and worry, East and West, abundance and scarcity, and between taking off and staying put.",20,0,"She's trotted the globe toting instruments and spilling ink on her ever changing here and now. Place after place, she peruses the lines of her pocket-sized Moleskines and the under-thumbed pages of the Western songbook for tunes that fit each of her impromptu stages from Boston's street corners to Hyderabad's Hindi-dinned nightspots. From Here is Ryan's latest. It features a heaping helping of local-crème musicians: Tom Bianchi, Sean Staples, Raleigh Green, Eric Royer, Dan Blakeslee, Mike Greenstein, Jenny Cluggish-Leong, Marcus Milius, Kara Kulpa and Vance Gilbert. The series of songs studies places and hinges squeaklessly on lovingly turned phrases. At the heart of this album are Ryan's fluent finger picking and lyrics that shimmy between whim and worry, East and West, abundance and scarcity, and between taking off and staying put.",1
"Timothy Parker accepts insurances from Cigna, Humana, HumanaOne, Guardian, UnitedHealthcare, USA Plus, underwritten by Ameritas, Delta Dental, Nationwide, DentalSave, Encore Dental, Patriot Health. He speakes English.",6,0,"Timothy Parker accepts insurances from Cigna, Humana, HumanaOne, Guardian, UnitedHealthcare, USA Plus, underwritten by Ameritas, Delta Dental, Nationwide, DentalSave, Encore Dental, Patriot Health. She speakes English.",1
"She also captures authentic moments and emphasizes the importance of those fleeting instances in her photography by using a unique style. Ms. Bell specializes in lifestyle photography and usually creates beautiful portraits for a diverse clientele, including couples, families, children, babies, and individuals who would like timeless photographs they can share with their families. Ms. Bell operates a company which serves people in Palm Beach and Broward County. Interested parties can choose from several pre-made packages that are designed to be affordable for people with most budgets. The packages each explain the length of the photo session and the number of hand-edited images that each client receives at the end.",18,1,"He also captures authentic moments and emphasizes the importance of those fleeting instances in his photography by using a unique style. Mr. Bell specializes in lifestyle photography and usually creates beautiful portraits for a diverse clientele, including couples, families, children, babies, and individuals who would like timeless photographs they can share with their families. Mr. Bell operates a company which serves people in Palm Beach and Broward County. Interested parties can choose from several pre-made packages that are designed to be affordable for people with most budgets. The packages each explain the length of the photo session and the number of hand-edited images that each client receives at the end.",1
"Prior to joining INCC he served as Vice President of Finance and Human Resources for Pendo Systems, Inc., where he drove finance, human resources and corporate administration for domestic and international operations. From 2003 to 2008 Mr. Swinehart served as Chief Administration Officer for Upstream (which in 2003 acquired Rosenbluth International, where Mr. Swinehart worked as Director of Finance and Controller since 1999) managing all global corporate finance, human resources and administrative functions.",0,0,"Prior to joining INCC she served as Vice President of Finance and Human Resources for Pendo Systems, Inc., where she drove finance, human resources and corporate administration for domestic and international operations. From 2003 to 2008 Ms. Swinehart served as Chief Administration Officer for Upstream (which in 2003 acquired Rosenbluth International, where Ms. Swinehart worked as Director of Finance and Controller since 1999) managing all global corporate finance, human resources and administrative functions.",1
Her research focuses on parenting musically and the interplay of enjoyment and agency in children’s music making. Koops teaches early childhood music classes at The Music Settlement in Cleveland. Koops has published widely in music education journals and edited books and is the recipient of a Grammy Foundation Grant for her research on musical parenting (2017). Koops maintains the website musicplayzone.com as a means to applying research on early childhood music teaching and learning for parents and early childhood teachers.,21,1,His research focuses on parenting musically and the interplay of enjoyment and agency in children’s music making. Koops teaches early childhood music classes at The Music Settlement in Cleveland. Koops has published widely in music education journals and edited books and is the recipient of a Grammy Foundation Grant for his research on musical parenting (2017). Koops maintains the website musicplayzone.com as a means to applying research on early childhood music teaching and learning for parents and early childhood teachers.,1
"She is the author of The International Self: Psychoanalysis and the Search for Israeli-Palestinian Peace, and has published articles in International Studies Perspectives, the Journal of International Relations and Development, Armed Forces & Society, the International Journal, and the Journal of Political Science Education. She is a frequent columnist at Haaretz, The Jewish Daily Forward and the Canadian Jewish News, and has also written for the Globe and Mail and the Daily Beast. She served as a Middle East and North Africa analyst for Freedom in the World.",21,1,"He is the author of The International Self: Psychoanalysis and the Search for Israeli-Palestinian Peace, and has published articles in International Studies Perspectives, the Journal of International Relations and Development, Armed Forces & Society, the International Journal, and the Journal of Political Science Education. He is a frequent columnist at Haaretz, The Jewish Daily Forward and the Canadian Jewish News, and has also written for the Globe and Mail and the Daily Beast. He served as a Middle East and North Africa analyst for Freedom in the World.",1
"Ms. Amy Gregory Barrett's NPI Number is #1629141171 and has been listed in the NPI registry for 10 years. Ms. Amy Gregory Barrett's practice location is listed as: 701 W Oak St Frackville, PA 17931 and can be reached via phone at (570) 874-4100.",19,1,"Mr. Amy Gregory Barrett's NPI Number is #1629141171 and has been listed in the NPI registry for 10 years. Mr. Amy Gregory Barrett's practice location is listed as: 701 W Oak St Frackville, PA 17931 and can be reached via phone at (570) 874-4100.",1
"After attending UCSC, Brown received her doctorate in geography from UC Berkeley, where her research focused on food systems and farm labor politics. Brown, a longtime labor organizer, currently serves on the board of the California Institute for Rural Studies and the Agricultural Justice Project Advisory Board. Brown wants to focus on topics like sustainable development and economic development policies.",21,1,"After attending UCSC, Brown received his doctorate in geography from UC Berkeley, where his research focused on food systems and farm labor politics. Brown, a longtime labor organizer, currently serves on the board of the California Institute for Rural Studies and the Agricultural Justice Project Advisory Board. Brown wants to focus on topics like sustainable development and economic development policies.",1
"Her research and teaching interests include the British empire, Atlantic history, interest politics, political economy, institutions and expertise, and Loyalism.)",21,1,"His research and teaching interests include the British empire, Atlantic history, interest politics, political economy, institutions and expertise, and Loyalism.)",1
